NODE,mcc_mean,mcc_std,mcc_p10,mcc_p90,n
EPE_OROGRANDE115_EPE-APND,0.0,0.0,0.0,0.0,96
EPE_OSOGRANDE-APND,0.0,0.0,0.0,0.0,96
EPE_PALOVERDE500_EPE-APND,0.0,0.0,0.0,0.0,96
EPE_PICACHO115_EPE-APND,0.0,0.0,0.0,0.0,96
EPE_SPRINGER_EPE-APND,0.0,0.0,0.0,0.0,96
EPE_WM345_EPE-APND,0.0,0.0,0.0,0.0,96
ESR_1_UNITS-APND,0.0,0.0,0.0,0.0,96
FER_1_UNITS-APND,0.0,0.0,0.0,0.0,96
FH_7_FT_HUACH_SOLR-APND,0.0,0.0,0.0,0.0,96
FILIPPI_2_QZSBTX-APND,-1.1181952083333333,1.9136603149962232,-4.3827430000000005,0.0,48
FILIPPI_2_QZSSRX-APND,-1.1181952083333333,1.9136603149962232,-4.3827430000000005,0.0,48
FOLSOM_7_UNITS-APND,0.0,0.0,0.0,0.0,96
FOS_1_FOSTER_PLANT-APND,0.0,0.0,0.0,0.0,96
FRFLD_WD_6_AGG-APND,0.0,0.0,0.0,0.0,96
GATWAY_2_PL1X3-APND,9.4271853125,18.35021819424964,0.0,27.385379999999998,96
GENESI_2_STG-APND,-6.508996354166666,17.151938202334428,-10.683530000000001,0.0,96
GHE_2_GRAYS_H_PLANT-APND,0.0,0.0,0.0,0.0,96
GILROY_1_UNIT-APND,9.132861145833333,15.691907205420176,0.0,31.26092,96
GILRPP_1_PL1X2-APND,9.132861145833333,15.691907205420177,0.0,31.26092,96
GLD_2_UNITS-APND,0.0,0.0,0.0,0.0,96
GLRV_5_BLK1-APND,0.0,0.0,0.0,0.0,96
GLRV_5_BLK4-APND,0.0,0.0,0.0,0.0,96
GL_2_MWE-APND,0.0,0.0,0.0,0.0,96
GORGE_2_AGGGEN-APND,0.0,0.0,0.0,0.0,96
GPR_1_GRN_PETE_PLANT-APND,0.0,0.0,0.0,0.0,96
GPS_1_GOOSE_PR_PLANT-APND,0.0,0.0,0.0,0.0,48
GRIFFITH_ASR-APND,0.0,0.0,0.0,0.0,96
GRNLF1_1_PL1X2-APND,16.360633229166666,32.7650093488067,-1.264685,51.442735,96
GR_5_GILA_RIVER_2-APND,0.0,0.0,0.0,0.0,96
GR_5_GILA_RIVER_3-APND,0.0,0.0,0.0,0.0,96
GWFPWR_1_UNITS-APND,-2.887063229166667,12.388610227417292,-16.364355,3.0058,96
GYS5X6_7_UNITS-APND,9.350538854166667,25.02461997475206,-10.524645,34.679565,96
GYS7X8_7_UNITS-APND,9.377675104166666,24.980341786282477,-10.38616,34.679565,96
H ALLEN_7_UNIT 3-4-APND,0.0,0.0,0.0,0.0,96
HAASPH_7_PL1X2-APND,-2.199439791666667,13.569691666681456,-16.523355,7.767835,96
HACC_7_UNITS 5-7-APND,0.0,0.0,0.0,0.0,96
HARBGN_7_UNITS-APND,-3.502591666666667,13.00305350141506,-14.887629999999998,0.0,96
HARGS_1_CC_1_2_5-APND,0.0,0.0,0.0,0.0,96
HAS_7_HAVASU_SOLAR-APND,0.0,0.0,0.0,0.0,96
HAVASU_2_CAPAGPUMPS-APND,0.0,0.0,0.0,0.0,96
HAYGS_2_CC8_9_10-APND,0.0,0.0,0.0,0.0,96
HBW_2_SHEPDSSC_PLANT-APND,0.0,0.0,0.0,0.0,96
HCPR_2_TOT_GEN-APND,0.0,0.0,0.0,0.0,96
HCR_1_HILLS_CR_PLANT-APND,0.0,0.0,0.0,0.0,96
HENRTA_6_ELCBX2-APND,-8.031145833333333,13.548933080078399,-27.87688,1.240146,24
HGH_2_HUNGRY_H_PLANT-APND,0.0,0.0,0.0,0.0,96
HICKMAN_7_PLANT-APND,0.0,0.0,0.0,0.0,96
HIDSRT_2_UNITS-APND,-4.81880375,10.477523896191185,-11.65864,0.0,96
HIGGINS_7_UNITS-APND,0.0,0.0,0.0,0.0,96
HMJ_1_JACKSN_PLANT-APND,0.0,0.0,0.0,0.0,96
HNTGBH_2_PL1X3-APND,-4.27513625,11.00055741989012,-11.8193,0.0,96
HOLTER_1_HLTR-APND,0.0,0.0,0.0,0.0,96
HRW_1_HOPKRIDG_PLANT-APND,0.0,0.0,0.0,0.0,96
HUMBPP_6_UNITS-APND,8.729212708333334,19.669785331447535,0.0,21.943379999999998,96
HWP_2_WHITECRK_PLANT-APND,0.0,0.0,0.0,0.0,96
HYTTHM_2_UNITS-APND,8.2239190625,17.638296268397184,-0.06659000000000001,21.700305,96
INTGS_3_PP-APND,0.0,0.0,0.0,0.0,96
INTKEP_2_UNITS-APND,7.838624374999999,14.634381776220202,0.0,24.60369,96
IPCO_BORA-APND,0.0,0.0,0.0,0.0,96
IPCO_BPAT.PSEI-APND,0.0,0.0,0.0,0.0,96
IPCO_GSHN-APND,0.0,0.0,0.0,0.0,96
IPCO_HMWY-APND,0.0,0.0,0.0,0.0,96
IPCO_HURR-APND,0.0,0.0,0.0,0.0,96
IPCO_JBSN-APND,0.0,0.0,0.0,0.0,96
IPCO_LAGRANDE-APND,0.0,0.0,0.0,0.0,96
IPCO_LOLO-APND,0.0,0.0,0.0,0.0,96
IPCO_M345-APND,0.0,0.0,0.0,0.0,96
IPCO_PTSN-APND,0.0,0.0,0.0,0.0,96
IPCO_SCLLAGRANDEIPC-APND,0.0,0.0,0.0,0.0,96
IPCO_TENDOY-APND,0.0,0.0,0.0,0.0,96
IPCO_WALLAWALLA-APND,0.0,0.0,0.0,0.0,96
IVWEST_2_SOLAR1-APND,-4.651452395833333,10.475887553513772,-10.776399999999999,0.0,96
JOA_5_SON_HYBRID-APND,-4.186437395833333,11.133265542193076,-10.033455,0.0,96
KAISER_7_NCL-APND,0.0,0.0,0.0,0.0,96
KELSO_2_UNITS-APND,9.01982625,18.328756817337542,0.0,24.446945,96
KERR_1_SKQ-APND,0.0,0.0,0.0,0.0,96
KLAMB_BP_5_CC-APND,0.0,0.0,0.0,0.0,96
KLAMB_BP_5_PEAKER-APND,1.5028057291666668,4.43406664962389,0.0,3.83358,96
KLNDSCHL_2_K3-APND,0.0,0.0,0.0,0.0,96
KRAMER_1_R1BX3-APND,-4.370548229166666,10.593000634182232,-10.807275,0.0,96
KRAMER_1_R1PX3-APND,-4.370548229166666,10.59300063418223,-10.807275,0.0,96
KRAMER_1_R2BX2-APND,-4.370548229166666,10.593000634182236,-10.807275,0.0,96
KRAMER_1_R2PX2-APND,-4.370548229166666,10.593000634182234,-10.807275,0.0,96
KY_6_BLK7-APND,0.0,0.0,0.0,0.0,96
LADWP_APEX_NEVP-APND,0.0,0.0,0.0,0.0,96
LADWP_CRYSTAL500-APND,0.0,0.0,0.0,0.0,96
LADWP_GON.IPP-APND,0.0,0.0,0.0,0.0,96
LADWP_IPP.ACES-APND,0.0,0.0,0.0,0.0,96
LADWP_MCC230.LDWP-APND,0.0,0.0,0.0,0.0,96
LADWP_MCCULLOUG230-APND,0.0,0.0,0.0,0.0,96
LADWP_MEAD230.LDWP-APND,0.0,0.0,0.0,0.0,96
LADWP_MPAC-APND,0.0,0.0,0.0,0.0,96
LADWP_MRKTPLACE.LDWP-APND,0.0,0.0,0.0,0.0,96
LADWP_NAVAJO-APND,0.0,0.0,0.0,0.0,96
LADWP_NOB.LDWP-APND,0.0,0.0,0.0,0.0,96
LAGRANDE_7_GEN1_4-APND,0.0,0.0,0.0,0.0,96
LAGRANGE_6_PLANT-APND,0.0,0.0,0.0,0.0,96
LANCASTR_2_GEN_CC-APND,0.0,0.0,0.0,0.0,96
LAROA2_2_UNITA1-APND,-4.846376041666667,10.49832516124894,-11.041889999999999,0.0,96
LBG_6_LEABURG_PLANT-APND,0.0,0.0,0.0,0.0,96
LEANJUN2_2_LJ2-APND,0.0,0.0,0.0,0.0,96
LEBECS_2_UNITS-APND,-4.848738541666667,11.537220576898974,-15.032540000000001,0.0,96
LECEF_1_UNITS-APND,9.510613229166667,16.954497280540895,0.0,32.110344999999995,96
LENZIE_7_UNITS PB1-APND,0.0,0.0,0.0,0.0,96
LENZIE_7_UNITS PB2-APND,0.0,0.0,0.0,0.0,96
LGPR_2_G011_G012-APND,0.0,0.0,0.0,0.0,96
LIB_2_LIBBY_PLANT-APND,0.0,0.0,0.0,0.0,96
LMEC_1_PL1X3-APND,9.526125,18.203216776670168,0.0,28.6266,96
LODIEC_2_PL1X2-APND,8.93288125,17.714638207524743,0.0,24.89979,96
LOP_1_LOOKOTPT_PLANT-APND,0.0,0.0,0.0,0.0,96
LOS_1_LSTCR_PH_PLANT-APND,0.0,0.0,0.0,0.0,96
LSPR_1_TOT_GEN-APND,0.0,0.0,0.0,0.0,96
LSW_2_PHALGLCH_PLANT-APND,0.0,0.0,0.0,0.0,96
LVCOGEN_1_UNITS PB2-3-APND,0.0,0.0,0.0,0.0,96
LVF_1_FIBRE89_PLANT-APND,0.0,0.0,0.0,0.0,96
LWRCOL_5_ABC_ORA-APND,0.0,0.0,0.0,0.0,96
LWRCOL_5_APR_ORA-APND,0.0,0.0,0.0,0.0,96
LWRCOL_5_BASE_ORA-APND,0.0,0.0,0.0,0.0,96
LWRCOL_5_CR-APND,0.0,0.0,0.0,0.0,96
LWRSNK_5_ABC_ORA-APND,0.0,0.0,0.0,0.0,96
LWRSNK_5_APR_ORA-APND,0.0,0.0,0.0,0.0,96
LWRSNK_5_BASE_ORA-APND,0.0,0.0,0.0,0.0,96
LWRSNK_5_CR-APND,0.0,0.0,0.0,0.0,96
LYPK_1_TOT_GEN-APND,0.0,0.0,0.0,0.0,96
MALAGA_1_ACDBX2-APND,-10.05209,17.489228946772528,-36.053156,2.4059399999999997,24
MALAGA_1_PL1X2-APND,-1.1704017708333334,12.982914083095766,-12.104254999999998,8.831735,96
MARVEL_2_MARBX2-APND,-3.4788260416666668,8.113654750978029,-9.2248,0.0,96
MCFLND_5_MBSBX2-APND,-2.6554508333333335,2.362274181214801,-5.320152,0.0,24
MCFLND_5_MSBBX2-APND,-4.814008645833334,10.810057010095314,-10.240549999999999,0.0,96
MCFLND_5_MSBSX2-APND,-4.814008645833334,10.810057010095312,-10.240549999999999,0.0,96
MDFKRL_2_PROJCT-APND,7.496109479166666,17.794537814120815,-4.78639,22.789165,96
MDF_7_MIDLFRK_PLANT-APND,0.0,0.0,0.0,0.0,96
MDPO_1_TOT_GEN-APND,0.0,0.0,0.0,0.0,96
MEE_5_BLK1-APND,0.0,0.0,0.0,0.0,96
MELONP_7_UNITS-APND,0.0,0.0,0.0,0.0,96
METEC_2_PL1X3-APND,8.50125,15.302612046140425,0.0,31.88007,96
MIDC_5_PGESHARE-APND,0.0,0.0,0.0,0.0,96
MIDC_7_CHPDPSESHARE-APND,0.0,0.0,0.0,0.0,96
MIDC_7_DOPDPGESHARE-APND,0.0,0.0,0.0,0.0,96
MIDC_7_GCPDPSESHARE-APND,0.0,0.0,0.0,0.0,96
MIDSUN_1_PL1X2-APND,-5.211558958333334,11.366729062857413,-16.597575,0.0,96
MIL1_3_WIND-APND,0.0,0.0,0.0,0.0,96
MIL2_3_WIND-APND,0.0,0.0,0.0,0.0,96
MLAP_ANHM-APND,-4.362511145833333,10.8388128245999,-11.8193,0.0,96
MLAP_NCPA-APND,9.9322090625,16.478352645685323,0.0,28.729265,96
MLAP_RVSD-APND,-4.233834270833333,9.388903318821333,-11.65864,0.0,96
MLAP_VERN-APND,-4.510801979166667,11.27838527984052,-14.955425,0.0,96
MLPR_1_TOT_GEN-APND,0.0,0.0,0.0,0.0,96
MOAPP_5_SOLAR-APND,0.0,0.0,0.0,0.0,96
MONTPH_7_UNITS-APND,11.900350416666667,19.035778188577975,0.0,32.85131,96
MOSSLD_2_PSP1-APND,9.786296875,16.841721133928605,0.0,38.467925,96
MOSSLD_2_PSP2-APND,9.786296875,16.84172113392861,0.0,38.467925,96
MRCHNT_2_PL1X3-APND,-4.38363875,9.819208950372973,-10.008379999999999,0.0,96
MSSHL100_1_MSG12-APND,0.0,0.0,0.0,0.0,96
MTF_2_UNITS-APND,0.0,0.0,0.0,0.0,96
MYSTIC_7_MYST-APND,0.0,0.0,0.0,0.0,96
NAVYII_2_UNITS-APND,-4.804141041666667,10.404609845064526,-11.633565,0.0,96
NEVP_APEX_NEVP-APND,0.0,0.0,0.0,0.0,96
NEVP_BCTAP230-APND,0.0,0.0,0.0,0.0,96
NEVP_CRYSTAL500-APND,0.0,0.0,0.0,0.0,96
NEVP_CRYSTAL500_NEVP-APND,0.0,0.0,0.0,0.0,96
NEVP_GON.IPP-APND,0.0,0.0,0.0,0.0,96
NEVP_GON.PAV-APND,0.0,0.0,0.0,0.0,96
NEVP_HILLTOP345-APND,0.0,0.0,0.0,0.0,96
NEVP_M345-APND,0.0,0.0,0.0,0.0,96
NEVP_MCCULLOUG230-APND,0.0,0.0,0.0,0.0,96
NEVP_MEAD230_NEVP-APND,0.0,0.0,0.0,0.0,96
NEVP_MEAD500-APND,0.0,0.0,0.0,0.0,96
NEVP_MEAD5MSCHD-APND,0.0,0.0,0.0,0.0,96
NEVP_REDB-APND,0.0,0.0,0.0,0.0,96
NHOGAN_6_UNITS-APND,8.233645416666667,16.557579266712487,0.0,23.397365,96
NHW_2_SHEPDSNC_PLANT-APND,0.0,0.0,0.0,0.0,96
NINE_MI_1_GEN_TOTAL-APND,0.0,0.0,0.0,0.0,96
NORORC_2_NOSBX2-APND,-4.60492625,6.7455425579010875,-16.326945000000002,0.0,72
NWMT_AVA.COLSTRIP-APND,0.0,0.0,0.0,0.0,96
NWMT_AVAT.NWMT-APND,0.0,0.0,0.0,0.0,96
NWMT_BPAT.NWMT-APND,0.0,0.0,0.0,0.0,96
NWMT_BRDY-APND,0.0,0.0,0.0,0.0,96
NWMT_GARRISON-APND,0.0,0.0,0.0,0.0,96
NWMT_JEFF-APND,0.0,0.0,0.0,0.0,96
NWMT_PACW.COLSTRIP-APND,0.0,0.0,0.0,0.0,96
NWMT_PGE.COLSTRIP-APND,0.0,0.0,0.0,0.0,96
NWMT_PSE.COLSTRIP-APND,0.0,0.0,0.0,0.0,96
NWMT_PTSN-APND,0.0,0.0,0.0,0.0,96
NWMT_TENDOY-APND,0.0,0.0,0.0,0.0,96
NWMT_YTP-APND,0.0,0.0,0.0,0.0,96
NWM_1_NEWMAN_4CC-APND,0.0,0.0,0.0,0.0,96
NWM_1_NEWMAN_5CC-APND,0.0,0.0,0.0,0.0,96
OBERON_5_O1BBX2-APND,-6.803526875,18.202415831986603,-10.797754999999999,0.0,96
OBERON_5_O1SSX2-APND,-6.803526875,18.2024158319866,-10.797754999999999,0.0,96
OBERON_5_O2BBX2-APND,-6.803526875,18.202415831986606,-10.797754999999999,0.0,96
OGPP_2_OG-APND,0.0,0.0,0.0,0.0,96
OGROVE_6_PL1X2-APND,-4.1760640625,10.487566664280997,-11.240735,0.0,96
ONLLPP_6_UNITS-APND,11.999104895833334,32.82359629512631,-4.16082,39.08786,96
OSO_3_OSO_GRANDE-APND,0.0,0.0,0.0,0.0,96
OTMESA_2_PL1X3-APND,-3.9868432291666664,10.723540490480941,-11.076360000000001,2.04274,96
PALOMR_2_PL1X3-APND,-4.2436952083333335,10.571578554632822,-11.26209,0.0,96
PALOVRDE_ASR-APND,-4.8172685416666665,11.338358626316895,-9.987020000000001,0.0,96
PARDEB_6_UNITS-APND,8.233645416666667,16.557579266712484,0.0,23.397365,96
PARKER_2_HYDR-APND,0.0,0.0,0.0,0.0,96
PGCC_1_PDRP02-APND,9.801073645833332,16.836058530878994,0.0,38.467925,96
PGCC_1_PDRP04-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP06-APND,4.677782708333333,7.119604445389621,0.0,18.400022,48
PGCC_1_PDRP07-APND,4.677782708333333,7.119604445389621,0.0,18.400022,48
PGCC_1_PDRP08-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP100-APND,4.677782708333333,7.119604445389622,0.0,18.400022,48
PGCC_1_PDRP12-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP13-APND,9.801073645833332,16.836058530878994,0.0,38.467925,96
PGCC_1_PDRP16-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP17-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP18-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP19-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP20-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP21-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP22-APND,9.801073645833332,16.836058530878994,0.0,38.467925,96
PGCC_1_PDRP24-APND,9.801073645833332,16.836058530878994,0.0,38.467925,96
PGCC_1_PDRP25-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP26-APND,9.801073645833332,16.836058530878994,0.0,38.467925,96
PGCC_1_PDRP27-APND,9.801073645833332,16.836058530879,0.0,38.467925,96
PGCC_1_PDRP28-APND,9.801073645833332,16.836058530879,0.0,38.467925,96
PGCC_1_PDRP29-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP31-APND,9.801073645833332,16.83605853087899,0.0,38.467925,96
PGCC_1_PDRP32-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP33-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP34-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGCC_1_PDRP35-APND,9.801073645833332,16.836058530878994,0.0,38.467925,96
PGCC_1_PDRP36-APND,9.801073645833332,16.836058530879,0.0,38.467925,96
PGCC_1_PDRP38-APND,14.924364583333334,21.647972593280244,-1.1202209999999992,45.613189,48
PGCC_1_PDRP41-APND,9.801073645833332,16.836058530878994,0.0,38.467925,96
PGCC_1_PDRP45-APND,9.801073645833332,16.836058530879,0.0,38.467925,96
PGCC_1_PDRP51-APND,10.84692375,15.877619312986992,0.0,35.837723,24
PGCC_1_PDRP53-APND,7.035854583333333,8.547884482743173,-0.040088999999999986,19.898609999999998,24
PGCC_1_PDRP60-APND,4.677782708333333,7.119604445389622,0.0,18.400022,48
PGCC_1_PDRP69-APND,4.677782708333333,7.119604445389622,0.0,18.400022,48
PGCC_1_PDRP98-APND,4.677782708333333,7.119604445389622,0.0,18.400022,48
PGCC_1_PDRP99-APND,4.677782708333333,7.119604445389621,0.0,18.400022,48
PGCC_1_RDRR01-APND,9.801073645833332,16.836058530878997,0.0,38.467925,96
PGEB_2_PDRP02-APND,0.36190916666666667,0.7341305847464366,0.0,1.598013,24
PGEB_2_PDRP04-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP05-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP08-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP09-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP10-APND,9.501381875,18.245357639471294,0.0,28.387935,96
PGEB_2_PDRP100-APND,9.501381875,18.245357639471294,0.0,28.387935,96
PGEB_2_PDRP101-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP102-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP103-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP104-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP105-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP107-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP108-APND,14.4846275,23.51111715126892,-1.0982579999999993,36.67764900000001,48
PGEB_2_PDRP111-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP112-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP113-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP114-APND,19.857981249999998,29.798988722159148,0.0,75.62071899999998,24
PGEB_2_PDRP120-APND,4.51813625,8.329115580052346,0.0,21.963599,48
PGEB_2_PDRP13-APND,4.51813625,8.329115580052346,0.0,21.963599,48
PGEB_2_PDRP15-APND,4.51813625,8.329115580052347,0.0,21.963599,48
PGEB_2_PDRP21-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP22-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP23-APND,9.501381875,18.245357639471294,0.0,28.387935,96
PGEB_2_PDRP24-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP25-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP26-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP27-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP28-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP29-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP30-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP31-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP34-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP35-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP36-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP37-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP40-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP41-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP42-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP43-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP44-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP45-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP46-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP47-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP48-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP49-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP50-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP51-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP52-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP53-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP54-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP55-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP56-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP57-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP58-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP60-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP61-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP62-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP63-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP64-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP65-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP66-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP67-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP68-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP69-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP70-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP71-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP73-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP74-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP76-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP77-APND,9.501381875,18.24535763947128,0.0,28.387935,96
PGEB_2_PDRP78-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP79-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP80-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP81-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP82-APND,9.501381875,18.245357639471283,0.0,28.387935,96
PGEB_2_PDRP83-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_PDRP84-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP93-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP95-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP96-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP97-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_PDRP98-APND,9.501381875,18.245357639471287,0.0,28.387935,96
PGEB_2_RDRR01-APND,9.501381875,18.24535763947129,0.0,28.387935,96
PGEB_2_RDRR02-APND,4.51813625,8.329115580052347,0.0,21.963599,48
PGE_BPAT.PGE-APND,0.0,0.0,0.0,0.0,96
PGE_BPAT.PSEI-APND,0.0,0.0,0.0,0.0,96
PGE_CAPTAINJACK-APND,0.0,0.0,0.0,0.0,96
PGE_COBH-APND,0.0,0.0,0.0,0.0,96
PGE_GRIZZLY-APND,0.0,0.0,0.0,0.0,96
PGE_JOHNDAY-APND,0.0,0.0,0.0,0.0,96
PGE_KFALLSGEN-APND,0.0,0.0,0.0,0.0,96
PGE_MALIN-APND,0.0,0.0,0.0,0.0,96
PGE_MIDC.AV-APND,0.0,0.0,0.0,0.0,96
PGE_MIDCREMOTE-APND,0.0,0.0,0.0,0.0,96
PGE_MIDC_PACW_PGE-APND,0.0,0.0,0.0,0.0,96
PGE_MIDC_PSEI_PGE-APND,0.0,0.0,0.0,0.0,96
PGE_PACW.PGE-APND,0.0,0.0,0.0,0.0,96
PGE_PGE.COLSTRIP-APND,0.0,0.0,0.0,0.0,96
PGE_ROUNDBUTTE-APND,0.0,0.0,0.0,0.0,96
PGE_SCLBPATPGE-APND,0.0,0.0,0.0,0.0,96
PGF1_2_PDRP03-APND,-0.28624072916666676,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP04-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP05-APND,-3.7868370833333334,12.890021078099558,-31.171628,4.554794000000028,48
PGF1_2_PDRP06-APND,-3.7868370833333334,12.89002107809956,-31.171628,4.554794000000028,48
PGF1_2_PDRP101-APND,3.214355625,11.00680015279334,-5.534969,14.926756000000026,48
PGF1_2_PDRP103-APND,3.2143556249999996,11.00680015279334,-5.534969,14.926756000000026,48
PGF1_2_PDRP104-APND,-0.2862407291666668,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP105-APND,-0.28624072916666665,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP106-APND,-0.28624072916666676,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP107-APND,-0.2862407291666668,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP108-APND,-0.2862407291666666,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP109-APND,-0.2862407291666666,12.430695689139108,-10.097715,10.639305,96
