NODE,mcc_mean,mcc_std,mcc_p10,mcc_p90,n
PGP2_2_PDRP66-APND,14.060494583333332,20.924490080667212,-1.1202209999999992,38.395326000000004,48
PGP2_2_PDRP67-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP68-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP69-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP71-APND,6.709103611111111,11.359662409356385,-0.05272199999999997,26.044441,72
PGSB_1_PDRP04-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP08-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP10-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP101-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP102-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP103-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP104-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP105-APND,4.666215416666667,8.041421794816697,0.0,21.324836,48
PGSB_1_PDRP11-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP111-APND,4.666215416666667,8.0414217948167,0.0,21.324836,48
PGSB_1_PDRP17-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP18-APND,4.666215416666667,8.041421794816697,0.0,21.324836,48
PGSB_1_PDRP24-APND,4.666215416666667,8.0414217948167,0.0,21.324836,48
PGSB_1_PDRP29-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP30-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP31-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP32-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP33-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP34-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP35-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP36-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP42-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP43-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP44-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP45-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP46-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP47-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP48-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP49-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP50-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP51-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP52-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP53-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP54-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP55-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP56-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP57-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP58-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP60-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP63-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP64-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP66-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP67-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP68-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP69-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP70-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP71-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP72-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP73-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP74-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP76-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP77-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP78-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP83-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP87-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP89-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP90-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP91-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP92-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_PDRP93-APND,9.398871666666667,16.541778367113,0.0,32.394535000000005,96
PGSB_1_PDRP94-APND,9.398871666666667,16.541778367112997,0.0,32.394535000000005,96
PGSB_1_PDRP95-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP96-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP97-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRP99-APND,14.131527916666668,21.039704000896194,-1.1202209999999992,38.555780000000006,48
PGSB_1_PDRPCON01-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSB_1_PDRPCUR01-APND,9.398871666666667,16.541778367113007,0.0,32.394535000000005,96
PGSB_1_RDRR02-APND,9.398871666666667,16.541778367113004,0.0,32.394535000000005,96
PGSF_2_PDRP03-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP04-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP08-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP100-APND,4.7257299999999995,8.362333276003111,0.0,22.205635,48
PGSF_2_PDRP12-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP18-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP19-APND,9.647162708333333,17.301345201876092,0.0,31.370185,96
PGSF_2_PDRP20-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP21-APND,9.647162708333333,17.301345201876092,0.0,31.370185,96
PGSF_2_PDRP215-APND,8.932829166666666,10.244232694516,-0.04183199999999998,22.962011999999998,24
PGSF_2_PDRP22-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP23-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP26-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP27-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP28-APND,9.647162708333333,17.30134520187609,0.0,31.370185,96
PGSF_2_PDRP29-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP33-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP34-APND,9.647162708333333,17.301345201876092,0.0,31.370185,96
PGSF_2_PDRP35-APND,9.647162708333333,17.301345201876092,0.0,31.370185,96
PGSF_2_PDRP36-APND,9.647162708333333,17.301345201876092,0.0,31.370185,96
PGSF_2_PDRP37-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP38-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP39-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP46-APND,9.647162708333333,17.301345201876092,0.0,31.370185,96
PGSF_2_PDRP49-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP50-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP51-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP52-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP53-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP54-APND,9.647162708333333,17.301345201876096,0.0,31.370185,96
PGSF_2_PDRP56-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP57-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSF_2_PDRP58-APND,9.647162708333333,17.3013452018761,0.0,31.370185,96
PGSI_1_PDRP02-APND,16.8682640625,31.139144540633293,0.0,35.69666,96
PGSI_1_PDRP04-APND,30.32557125,52.081190755252045,0.0,102.78460699999998,24
PGSI_1_PDRP09-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP10-APND,16.8682640625,31.139144540633293,0.0,35.69666,96
PGSI_1_PDRP100-APND,19.202751250000002,38.71503733783139,0.0,37.52646700000002,48
PGSI_1_PDRP101-APND,16.8682640625,31.139144540633286,0.0,35.69666,96
PGSI_1_PDRP109-APND,19.202751250000002,38.715037337831404,0.0,37.52646700000002,48
PGSI_1_PDRP11-APND,16.8682640625,31.139144540633286,0.0,35.69666,96
PGSI_1_PDRP12-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP13-APND,19.202751250000002,38.715037337831404,0.0,37.52646700000002,48
PGSI_1_PDRP15-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP16-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP17-APND,16.8682640625,31.139144540633286,0.0,35.69666,96
PGSI_1_PDRP20-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP21-APND,16.8682640625,31.139144540633293,0.0,35.69666,96
PGSI_1_PDRP22-APND,16.8682640625,31.139144540633286,0.0,35.69666,96
PGSI_1_PDRP23-APND,16.8682640625,31.139144540633286,0.0,35.69666,96
PGSI_1_PDRP24-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP25-APND,16.8682640625,31.13914454063328,0.0,35.69666,96
PGSI_1_PDRP26-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP27-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP28-APND,16.8682640625,31.139144540633286,0.0,35.69666,96
PGSI_1_PDRP29-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP31-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP33-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP35-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP36-APND,16.8682640625,31.139144540633293,0.0,35.69666,96
PGSI_1_PDRP37-APND,16.8682640625,31.139144540633286,0.0,35.69666,96
PGSI_1_PDRP40-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP42-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP43-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP44-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP45-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGSI_1_PDRP46-APND,16.8682640625,31.139144540633286,0.0,35.69666,96
PGSI_1_PDRP48-APND,16.8682640625,31.139144540633282,0.0,35.69666,96
PGSI_1_PDRP49-APND,16.8682640625,31.139144540633275,0.0,35.69666,96
PGSI_1_PDRP51-APND,16.8682640625,31.139144540633293,0.0,35.69666,96
PGSI_1_PDRP52-APND,14.533776875000001,21.21173575321195,0.0,34.980939,48
PGSI_1_PDRP59-APND,16.4328225,32.47208694809877,0.0,30.994689999999995,72
PGSI_1_RDRR02-APND,16.8682640625,31.13914454063329,0.0,35.69666,96
PGST_2_PDRP01-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP02-APND,7.540236458333333,12.966420389882783,-0.09888099999999998,24.061910000000005,48
PGST_2_PDRP03-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP04-APND,7.540236458333333,12.966420389882785,-0.09888099999999998,24.061910000000005,48
PGST_2_PDRP05-APND,7.540236458333333,12.966420389882785,-0.09888099999999998,24.061910000000005,48
PGST_2_PDRP07-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP08-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP09-APND,10.572260729166667,18.633669740466562,-0.09818,34.951229999999995,96
PGST_2_PDRP10-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP11-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP13-APND,10.572260729166667,18.633669740466576,-0.09818,34.951229999999995,96
PGST_2_PDRP14-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP15-APND,10.572260729166667,18.63366974046656,-0.09818,34.951229999999995,96
PGST_2_PDRP16-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP17-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP22-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP30-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP31-APND,10.572260729166667,18.633669740466573,-0.09818,34.951229999999995,96
PGST_2_PDRP32-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP33-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP34-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP35-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP36-APND,10.572260729166667,18.633669740466566,-0.09818,34.951229999999995,96
PGST_2_PDRP37-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP38-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP39-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGST_2_PDRP40-APND,7.540236458333333,12.966420389882783,-0.09888099999999998,24.061910000000005,48
PGST_2_PDRP41-APND,7.540236458333333,12.966420389882783,-0.09888099999999998,24.061910000000005,48
PGST_2_PDRP49-APND,13.604284999999999,22.69161125968005,-0.03815099999999998,36.49179000000001,48
PGST_2_PDRP60-APND,7.540236458333333,12.966420389882785,-0.09888099999999998,24.061910000000005,48
PGST_2_RDRR01-APND,10.572260729166667,18.63366974046657,-0.09818,34.951229999999995,96
PGZP_2_PDRP01-APND,-3.4419960416666666,7.0369844263188615,-19.520203,0.0,48
PGZP_2_PDRP02-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP03-APND,-3.4419960416666666,7.036984426318862,-19.520203,0.0,48
PGZP_2_PDRP04-APND,-3.4419960416666666,7.036984426318862,-19.520203,0.0,48
PGZP_2_PDRP07-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP08-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP09-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP10-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP101-APND,-4.533117916666666,16.55855336134982,-35.246232,4.515701999999999,24
PGZP_2_PDRP11-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP13-APND,-3.4419960416666666,7.036984426318862,-19.520203,0.0,48
PGZP_2_PDRP15-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP16-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP17-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP18-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP19-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP20-APND,-4.409361458333334,10.036546446624483,-19.16341,0.0,96
PGZP_2_PDRP21-APND,-4.409361458333334,10.036546446624483,-19.16341,0.0,96
PGZP_2_PDRP22-APND,-4.409361458333334,10.036546446624483,-19.16341,0.0,96
PGZP_2_PDRP24-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP25-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP26-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP27-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP28-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP29-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP30-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP31-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP32-APND,-4.409361458333334,10.036546446624483,-19.16341,0.0,96
PGZP_2_PDRP33-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP34-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP35-APND,-4.409361458333334,10.036546446624483,-19.16341,0.0,96
PGZP_2_PDRP36-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP37-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP40-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP41-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP42-APND,-4.409361458333334,10.036546446624481,-19.16341,0.0,96
PGZP_2_PDRP43-APND,-4.409361458333334,10.036546446624483,-19.16341,0.0,96
PGZP_2_PDRP44-APND,-4.409361458333334,10.036546446624477,-19.16341,0.0,96
PGZP_2_PDRP45-APND,-4.409361458333334,10.036546446624483,-19.16341,0.0,96
PGZP_2_PDRP48-APND,-5.376726875,12.336012573249201,-16.527755,0.09547800000000135,48
PGZP_2_PDRP49-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP50-APND,-4.3681093055555555,6.779010872239738,-17.164205,0.0,72
PGZP_2_PDRP51-APND,-4.409361458333334,10.03654644662448,-19.16341,0.0,96
PGZP_2_PDRP61-APND,-3.4419960416666666,7.036984426318863,-19.520203,0.0,48
PGZP_2_PDRP99-APND,-3.4419960416666666,7.036984426318862,-19.520203,0.0,48
PGZP_2_RDRR04-APND,-4.409361458333334,10.036546446624483,-19.16341,0.0,96
PHELPS_1_PD_NCL-APND,0.0,0.0,0.0,0.0,96
PHP_7_UNIT1-2-APND,0.0,0.0,0.0,0.0,96
PINFLT_7_UNITS-APND,-2.199439791666667,13.569691666681457,-16.523355,7.767835,96
PIT3_7_PL1X3-APND,7.403228333333334,17.4205701081369,-3.2196249999999997,19.941195,96
PIT4_7_PL1X2-APND,5.956527395833334,18.53748169427826,-7.593030000000001,19.82742,96
PIT5_7_PL1X2-APND,7.254364791666667,17.466910609236812,-3.64949,19.82742,96
PIT5_7_PL3X4-APND,7.254364791666667,17.466910609236802,-3.64949,19.82742,96
PLX_5_PLSTS-APND,0.0,0.0,0.0,0.0,96
PNCHEG_2_PL1X4-APND,-3.8624705208333334,20.900132284212855,-24.31221,10.472115,96
PNCHPP_1_PL1X2-APND,-3.730966458333333,20.35998190347479,-23.12948,10.414945,96
PNCHVS_2_SOLAR-APND,-5.745907916666667,20.332251738041887,-28.07496,3.12026,96
PNM_AFTON345_EPE-APND,0.0,0.0,0.0,0.0,96
PNM_AIRPORT115_EPE-APND,0.0,0.0,0.0,0.0,96
PNM_AMRAD115_EPE-APND,0.0,0.0,0.0,0.0,96
PNM_FOURCORNE345_PNM-APND,0.0,0.0,0.0,0.0,96
PNM_HIDALGO345_EPE-APND,0.0,0.0,0.0,0.0,96
PNM_LASCRCS115_EPE-APND,0.0,0.0,0.0,0.0,96
PNM_LUNA345_EPE-APND,0.0,0.0,0.0,0.0,96
PNM_LUNA345_TEPC-APND,0.0,0.0,0.0,0.0,96
PNM_MCKINLEY345_TEPC-APND,0.0,0.0,0.0,0.0,96
PNM_OROGRANDE115_EPE-APND,0.0,0.0,0.0,0.0,96
PNM_PICACHO115_EPE-APND,0.0,0.0,0.0,0.0,96
PNM_SJ345_TEPC-APND,0.0,0.0,0.0,0.0,96
PNM_SPRINGER345_TEPC-APND,0.0,0.0,0.0,0.0,96
PNM_WM345_EPE-APND,0.0,0.0,0.0,0.0,96
PNOCHE_1_PL1X2-APND,-3.750149270833333,20.32947643418954,-23.02253,10.205745,96
PNP-RBP_2_PELRB-APND,0.0,0.0,0.0,0.0,96
POD_ACACIA_6_SOLAR-APND,-5.645958125,11.538681298959359,-16.291305,0.0,96
POD_ADERA_1_SOLAR1-APND,-26.3249696875,42.297653765325826,-99.91530499999999,0.0,96
POD_ADLIN_1_UNITS-APND,9.172009895833334,25.49355355586132,-11.424775,34.679565,96
POD_ADMEST_6_SOLAR-APND,-10.012754062499999,20.41848512592154,-37.56466,0.801885,96
POD_AGRICO_6_PL3N5-APND,-2.7351409375,17.126666959516122,-17.907815,11.159575,96
POD_AGRICO_7_UNIT-APND,-2.7351409375,17.126666959516125,-17.907815,11.159575,96
POD_ALAMIT_2_PL1X3-APND,-3.9982562500000003,11.643508269022364,-12.03011,0.0,96
POD_ALAMIT_7_UNIT 5-APND,-3.9982562500000003,11.643508269022364,-12.03011,0.0,96
POD_ALTA3A_2_CPCE4-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_ALTA3A_2_CPCE5-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_ALTA4A_2_CPCW1-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_ALTA4B_2_CPCW2-APND,-5.804293958333333,11.777282337515242,-16.420365,0.0,96
POD_ALTA4B_2_CPCW3-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_ALTA6B_2_WIND11-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_ALTA6E_2_WIND10-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_APACHE_2_ST3ID-APND,0.0,0.0,0.0,0.0,96
POD_ARBWD_6_QF-APND,-5.804293958333333,11.777282337515238,-16.420365,0.0,96
POD_ARCOGN_2_UNITS-APND,-3.594078229166666,12.783723924930479,-14.887629999999998,0.0,96
POD_ARVINN_6_ORION1-APND,-5.9522047916666665,10.341777398813226,-16.597575,0.0,96
POD_ARVINN_6_ORION2-APND,-5.9522047916666665,10.341777398813232,-16.597575,0.0,96
POD_ASTORA_2_SOLAR1-APND,-5.867137916666667,11.873168137054677,-17.874145,0.0,96
POD_ASTORA_2_SOLAR2-APND,-5.867137916666667,11.873168137054677,-17.874145,0.0,96
POD_BALCHS_7_UNIT 1-APND,-0.3826572916666668,13.94024247305661,-11.63157,10.896205,96
POD_BALCHS_7_UNIT 2-APND,-2.199439791666667,13.569691666681454,-16.523355,7.767835,96
POD_BALCHS_7_UNIT 3-APND,-2.199439791666667,13.569691666681454,-16.523355,7.767835,96
POD_BASICE_2_UNITS-APND,1.8788784375,12.692138009832398,-6.22716,21.709850000000003,96
POD_BDGRCK_1_UNITS-APND,-5.952325833333333,10.341099053140763,-16.597575,0.0,96
POD_BEARMT_1_UNIT-APND,-2.8473268750000003,26.49792354239587,-16.597575,0.0,96
POD_BGSKYN_2_AS2SR1-APND,-5.595848020833333,11.505311007461467,-15.694980000000001,0.0,96
POD_BGSKYN_2_ASPSR2-APND,-5.595848020833333,11.505311007461465,-15.694980000000001,0.0,96
POD_BGSKYN_2_BS3SR3-APND,-5.595848020833333,11.505311007461463,-15.694980000000001,0.0,96
POD_BIGCRK_2_EXESWD-APND,-4.889854583333333,11.610572193428931,-15.50924,0.0,96
POD_BIGSKY_2_BSKSR6-APND,-5.595848020833333,11.505311007461465,-15.694980000000001,0.0,96
POD_BIGSKY_2_BSKSR7-APND,-5.595848020833333,11.505311007461467,-15.694980000000001,0.0,96
POD_BIGSKY_2_BSKSR8-APND,-5.595848020833333,11.505311007461465,-15.694980000000001,0.0,96
POD_BIGSKY_2_SOLAR1-APND,-5.595848020833333,11.505311007461467,-15.694980000000001,0.0,96
POD_BIGSKY_2_SOLAR2-APND,-5.595848020833333,11.505311007461462,-15.694980000000001,0.0,96
POD_BIGSKY_2_SOLAR3-APND,-5.595848020833333,11.505311007461465,-15.694980000000001,0.0,96
POD_BIGSKY_2_SOLAR4-APND,-5.595848020833333,11.505311007461469,-15.694980000000001,0.0,96
POD_BIGSKY_2_SOLAR6-APND,-5.595848020833333,11.505311007461467,-15.694980000000001,0.0,96
POD_BIGSKY_2_SOLAR7-APND,-5.595848020833333,11.505311007461465,-15.694980000000001,0.0,96
POD_BIOMAS_1_UNIT 1-APND,15.522573229166667,30.506927939204974,-1.264685,47.25103,96
POD_BISHOP_1_ALAMO-APND,-17.192414166666666,42.58983602652911,-33.295500000000004,0.0,96
POD_BISHOP_1_UNITS-APND,-21.656887708333333,46.776051129524035,-93.46558999999999,0.0,96
POD_BLACK_7_UNIT 1-APND,7.254364791666667,17.46691060923681,-3.64949,19.82742,96
POD_BLACK_7_UNIT 2-APND,7.254364791666667,17.46691060923681,-3.64949,19.82742,96
POD_BLAST_1_WIND-APND,-3.4788260416666668,8.11365475097803,-9.2248,0.0,96
POD_BLKCRK_2_SOLAR1-APND,-6.508996354166666,17.151938202334428,-10.683530000000001,0.0,96
POD_BLM_2_UNITS-APND,-4.804141041666667,10.404609845064527,-11.633565,0.0,96
POD_BORDER_6_UNITA1-APND,-3.646250208333333,11.15226511364584,-9.71223,1.613685,96
POD_BRDGVL_7_BAKER-APND,26.703641770833332,92.11738223019259,0.0,25.480915,96
POD_BUCKBL_2_PL1X3-APND,-3.7888163541666664,8.359959027511927,-9.703125,0.0,96
POD_BUCKCK_7_PL1X2-APND,5.102540104166667,20.178485654326277,-10.67922,21.928455,96
POD_BUCKWD_1_QF-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_BUTTVL_7_UNIT 1-APND,7.573913958333333,17.38578588124978,-1.8374700000000002,21.314055,96
POD_CABZON_1_WINDA1-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
